customer_name,customer_segment,region,state,city,product_name,category,sub_category,order_date,order_month,order_year,ship_date,ship_month,ship_year,delivery_time_in_days,ship_mode,sales,quantity,discount,discount_amount,cost,profit
Steven Cartwright,Consumer,East,Delaware,Wilmington,"Companion Letter/Legal File, Black",Office Supplies,Storage,2013-06-13,6,2013,2013-06-16,6,2013,3,First Class,226.56,6,0.0,0.0,163.12,63.4368
Steven Cartwright,Consumer,East,Delaware,Wilmington,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,2013-06-13,6,2013,2013-06-16,6,2013,3,First Class,115.02,9,0.0,0.0,63.26,51.759
Steven Cartwright,Consumer,East,Delaware,Wilmington,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,2013-06-13,6,2013,2013-06-16,6,2013,3,First Class,68.04,7,0.0,0.0,48.31,19.7316
Alan Dominguez,Home Office,Central,Texas,Houston,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,2011-12-26,12,2011,2011-12-28,12,2011,2,Second Class,600.558,3,0.3,180.17,609.14,-8.5794
Philip Fox,Consumer,Central,Illinois,Bloomington,Bevis 44 x 96 Conference Tables,Furniture,Tables,2011-09-20,9,2011,2011-09-25,9,2011,5,Standard Class,617.7,6,0.5,308.85,1025.38,-407.682
Troy Staebel,Consumer,West,Arizona,Phoenix,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,2014-11-06,11,2014,2014-11-13,11,2014,7,Standard Class,2.388,2,0.7,1.67,4.22,-1.8308
Troy Staebel,Consumer,West,Arizona,Phoenix,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,2014-11-06,11,2014,2014-11-13,11,2014,7,Standard Class,243.992,7,0.2,48.8,213.49,30.499
Lindsay Shagiari,Home Office,West,California,Los Angeles,"Global Task Chair, Black",Furniture,Chairs,2013-11-07,11,2013,2013-11-11,11,2013,4,Second Class,81.424,2,0.2,16.28,90.58,-9.1602
Lindsay Shagiari,Home Office,West,California,Los Angeles,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,2013-11-07,11,2013,2013-11-11,11,2013,4,Second Class,238.56,3,0.0,0.0,212.32,26.2416
Dorothy Wardle,Corporate,East,Ohio,Columbus,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,2014-02-03,2,2014,2014-02-06,2,2014,3,First Class,59.97,5,0.4,23.99,71.96,-11.994
Dorothy Wardle,Corporate,East,Ohio,Columbus,Xerox 1916,Office Supplies,Paper,2014-02-03,2,2014,2014-02-06,2,2014,3,First Class,78.304,2,0.2,15.66,48.94,29.364
Dorothy Wardle,Corporate,East,Ohio,Columbus,Staples,Office Supplies,Fasteners,2014-02-03,2,2014,2014-02-06,2,2014,3,First Class,21.456,9,0.2,4.29,14.48,6.9732
Lena Creighton,Consumer,West,California,Roseville,Xerox 195,Office Supplies,Paper,2013-10-14,10,2013,2013-10-20,10,2013,6,Standard Class,20.04,3,0.0,0.0,10.42,9.6192
Lena Creighton,Consumer,West,California,Roseville,Xerox 1880,Office Supplies,Paper,2013-10-14,10,2013,2013-10-20,10,2013,6,Standard Class,35.44,1,0.0,0.0,18.78,16.6568
Lena Creighton,Consumer,West,California,Roseville,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,2013-10-14,10,2013,2013-10-20,10,2013,6,Standard Class,11.52,4,0.0,0.0,8.06,3.456
Lena Creighton,Consumer,West,California,Roseville,Ideal Clamps,Office Supplies,Fasteners,2013-10-14,10,2013,2013-10-20,10,2013,6,Standard Class,4.02,2,0.0,0.0,2.05,1.9698
Lena Creighton,Consumer,West,California,Roseville,GBC Wire Binding Strips,Office Supplies,Binders,2013-10-14,10,2013,2013-10-20,10,2013,6,Standard Class,76.176,3,0.2,15.24,49.51,26.6616
Lena Creighton,Consumer,West,California,Roseville,Fiskars Softgrip Scissors,Office Supplies,Supplies,2013-10-14,10,2013,2013-10-20,10,2013,6,Standard Class,65.88,6,0.0,0.0,47.43,18.4464
Lena Creighton,Consumer,West,California,Roseville,Longer-Life Soft White Bulbs,Furniture,Furnishings,2013-10-14,10,2013,2013-10-20,10,2013,6,Standard Class,43.12,14,0.0,0.0,22.42,20.6976
Jonathan Doherty,Corporate,East,Pennsylvania,Philadelphia,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,2013-09-06,9,2013,2013-09-08,9,2013,2,Second Class,82.8,2,0.2,16.56,72.45,10.35
Sally Hughsby,Corporate,West,California,San Francisco,Newell 343,Office Supplies,Art,2014-09-19,9,2014,2014-09-24,9,2014,5,Standard Class,8.82,3,0.0,0.0,6.44,2.3814
Sally Hughsby,Corporate,West,California,San Francisco,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,2014-09-19,9,2014,2014-09-24,9,2014,5,Standard Class,10.86,3,0.0,0.0,5.76,5.1042
Sally Hughsby,Corporate,West,California,San Francisco,Xerox 1911,Office Supplies,Paper,2014-09-19,9,2014,2014-09-24,9,2014,5,Standard Class,143.7,3,0.0,0.0,74.72,68.976
Sandra Glassco,Consumer,Central,Missouri,Independence,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,2014-12-23,12,2014,2014-12-28,12,2014,5,Standard Class,839.43,3,0.0,0.0,621.18,218.2518
Helen Andreada,Consumer,West,California,Pasadena,Safco Industrial Wire Shelving,Office Supplies,Storage,2012-09-07,9,2012,2012-09-12,9,2012,5,Standard Class,671.93,7,0.0,0.0,651.77,20.1579
Maureen Gastineau,Home Office,East,Ohio,Newark,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,2011-10-22,10,2011,2011-10-28,10,2011,6,Standard Class,93.888,4,0.2,18.78,80.98,12.9096
Justin Ellison,Corporate,Central,Wisconsin,Franklin,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,2013-12-06,12,2013,2013-12-10,12,2013,4,Standard Class,384.45,11,0.0,0.0,280.65,103.8015
Justin Ellison,Corporate,Central,Wisconsin,Franklin,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,2013-12-06,12,2013,2013-12-10,12,2013,4,Standard Class,149.97,3,0.0,0.0,143.97,5.9988
Justin Ellison,Corporate,Central,Wisconsin,Franklin,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,2013-12-06,12,2013,2013-12-10,12,2013,4,Standard Class,1951.84,8,0.0,0.0,1366.29,585.552
Justin Ellison,Corporate,Central,Wisconsin,Franklin,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,2013-12-06,12,2013,2013-12-10,12,2013,4,Standard Class,171.55,5,0.0,0.0,90.92,80.6285
Tamara Willingham,Home Office,West,Arizona,Scottsdale,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,2013-03-14,3,2013,2013-03-17,3,2013,3,First Class,157.92,5,0.2,31.58,140.15,17.766
Tamara Willingham,Home Office,West,Arizona,Scottsdale,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,2013-03-14,3,2013,2013-03-17,3,2013,3,First Class,203.184,2,0.2,40.64,187.95,15.2388
Stephanie Phelps,Corporate,West,California,San Jose,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,2012-05-31,5,2012,2012-06-02,6,2012,2,First Class,58.38,7,0.0,0.0,32.11,26.271
Stephanie Phelps,Corporate,West,California,San Jose,Xerox 1883,Office Supplies,Paper,2012-05-31,5,2012,2012-06-02,6,2012,2,First Class,105.52,4,0.0,0.0,56.98,48.5392
Stephanie Phelps,Corporate,West,California,San Jose,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,2012-05-31,5,2012,2012-06-02,6,2012,2,First Class,80.88,6,0.0,0.0,59.85,21.0288
Neil Knudson,Home Office,West,Washington,Seattle,Newell 311,Office Supplies,Art,2012-05-28,5,2012,2012-06-03,6,2012,6,Standard Class,6.63,3,0.0,0.0,4.84,1.7901
Dave Brooks,Consumer,West,Washington,Seattle,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,2011-03-01,3,2011,2011-03-06,3,2011,5,Second Class,457.568,2,0.2,91.51,406.09,51.4764
Nora Paige,Consumer,Central,Oklahoma,Edmond,Avery 519,Office Supplies,Labels,2013-11-21,11,2013,2013-11-25,11,2013,4,Standard Class,14.62,2,0.0,0.0,7.75,6.8714
Nora Paige,Consumer,Central,Oklahoma,Edmond,Avaya 5420 Digital phone,Technology,Phones,2013-11-21,11,2013,2013-11-25,11,2013,4,Standard Class,944.93,7,0.0,0.0,708.7,236.2325
Ted Trevino,Consumer,West,California,Los Angeles,Xerox 1920,Office Supplies,Paper,2013-05-12,5,2013,2013-05-13,5,2013,1,First Class,5.98,1,0.0,0.0,3.29,2.691
Eric Murdock,Consumer,East,Pennsylvania,Philadelphia,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,2012-12-28,12,2012,2012-12-31,12,2012,3,Second Class,54.384,2,0.2,10.88,53.02,1.3596
Ruben Dartt,Consumer,West,New Mexico,Carlsbad,Staples,Office Supplies,Envelopes,2013-11-17,11,2013,2013-11-21,11,2013,4,Standard Class,28.4,5,0.0,0.0,15.05,13.348
Max Jones,Consumer,West,Washington,Seattle,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,2013-11-08,11,2013,2013-11-12,11,2013,4,Standard Class,27.68,2,0.2,5.54,17.99,9.688
Becky Martin,Consumer,Central,Texas,San Antonio,BIC Brite Liner Highlighters,Office Supplies,Art,2011-09-08,9,2011,2011-09-12,9,2011,4,Standard Class,9.936,3,0.2,1.99,7.2,2.7324
Becky Martin,Consumer,Central,Texas,San Antonio,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,2011-09-08,9,2011,2011-09-12,9,2011,4,Standard Class,8159.952,8,0.4,3263.98,9519.94,-1359.992
Becky Martin,Consumer,Central,Texas,San Antonio,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,2011-09-08,9,2011,2011-09-12,9,2011,4,Standard Class,275.928,3,0.2,55.19,334.56,-58.6347
Becky Martin,Consumer,Central,Texas,San Antonio,SAFCO Arco Folding Chair,Furniture,Chairs,2011-09-08,9,2011,2011-09-12,9,2011,4,Standard Class,1740.06,9,0.3,522.02,1764.92,-24.858
Becky Martin,Consumer,Central,Texas,San Antonio,Sanford Liquid Accent Highlighters,Office Supplies,Art,2011-09-08,9,2011,2011-09-12,9,2011,4,Standard Class,32.064,6,0.2,6.41,25.25,6.8136
Becky Martin,Consumer,Central,Texas,San Antonio,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,2011-09-08,9,2011,2011-09-12,9,2011,4,Standard Class,177.98,5,0.8,142.38,631.83,-453.849
Becky Martin,Consumer,Central,Texas,San Antonio,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,2011-09-08,9,2011,2011-09-12,9,2011,4,Standard Class,143.976,3,0.2,28.8,134.98,8.9985
Chad Sievert,Consumer,West,California,Los Angeles,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Office Supplies,Paper,2011-08-05,8,2011,2011-08-09,8,2011,4,Standard Class,20.94,3,0.0,0.0,11.1,9.8418
Chad Sievert,Consumer,West,California,Los Angeles,Xerox 1913,Office Supplies,Paper,2011-08-05,8,2011,2011-08-09,8,2011,4,Standard Class,110.96,2,0.0,0.0,57.7,53.2608
Chad Sievert,Consumer,West,California,Los Angeles,"Global Value Steno Chair, Gray",Furniture,Chairs,2011-08-05,8,2011,2011-08-09,8,2011,4,Standard Class,340.144,7,0.2,68.03,318.88,21.259
Jennifer Braxton,Corporate,Central,Illinois,Chicago,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,2011-09-14,9,2011,2011-09-19,9,2011,5,Standard Class,52.448,2,0.8,41.96,183.57,-131.12
Jennifer Braxton,Corporate,Central,Illinois,Chicago,Avery 51,Office Supplies,Labels,2011-09-14,9,2011,2011-09-19,9,2011,5,Standard Class,20.16,4,0.2,4.03,13.61,6.552
Shirley Jackson,Consumer,Central,Texas,Houston,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,2014-04-22,4,2014,2014-04-26,4,2014,4,Second Class,97.264,4,0.8,77.81,340.42,-243.16
Joel Eaton,Consumer,East,Ohio,Newark,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,2012-11-21,11,2012,2012-11-23,11,2012,2,Second Class,396.802,7,0.3,119.04,408.14,-11.3372
Joel Eaton,Consumer,East,Ohio,Newark,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,2012-11-21,11,2012,2012-11-23,11,2012,2,Second Class,15.88,5,0.2,3.18,19.65,-3.7715
Jim Kriz,Home Office,East,New York,New York City,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,2012-12-15,12,2012,2012-12-19,12,2012,4,Standard Class,3.28,1,0.0,0.0,1.87,1.4104
David Kendrick,Corporate,Central,Illinois,Decatur,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,2011-12-05,12,2011,2011-12-09,12,2011,4,Second Class,24.816,2,0.2,4.96,22.95,1.8612
David Kendrick,Corporate,Central,Illinois,Decatur,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,2011-12-05,12,2011,2011-12-09,12,2011,4,Second Class,408.744,7,0.2,81.75,332.1,76.6395
Robert Marley,Home Office,South,Louisiana,Monroe,AT&T TR1909W,Technology,Phones,2011-11-19,11,2011,2011-11-24,11,2011,5,Second Class,503.96,4,0.0,0.0,372.93,131.0296
Robert Marley,Home Office,South,Louisiana,Monroe,Nokia Lumia 521 (T-Mobile),Technology,Phones,2011-11-19,11,2011,2011-11-24,11,2011,5,Second Class,149.95,5,0.0,0.0,107.96,41.986
Robert Marley,Home Office,South,Louisiana,Monroe,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,2011-11-19,11,2011,2011-11-24,11,2011,5,Second Class,29.0,2,0.0,0.0,21.75,7.25
Sally Knutson,Consumer,East,Connecticut,Fairfield,Avery Poly Binder Pockets,Office Supplies,Binders,2013-11-29,11,2013,2013-12-03,12,2013,4,Standard Class,7.16,2,0.0,0.0,3.72,3.4368
Frank Merwin,Home Office,West,California,Los Angeles,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,2011-08-26,8,2011,2011-08-30,8,2011,4,Standard Class,176.8,8,0.0,0.0,153.82,22.984
Alice McCarthy,Corporate,Central,Texas,Grand Prairie,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,2013-07-17,7,2013,2013-07-23,7,2013,6,Standard Class,37.224,3,0.2,7.44,33.5,3.7224
Alice McCarthy,Corporate,Central,Texas,Grand Prairie,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,2013-07-17,7,2013,2013-07-23,7,2013,6,Standard Class,20.016,3,0.2,4.0,13.76,6.255
Mark Packer,Home Office,East,New York,New York City,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,2012-10-12,10,2012,2012-10-14,10,2012,2,First Class,899.136,4,0.2,179.83,786.74,112.392
Mark Packer,Home Office,East,New York,New York City,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,2012-10-12,10,2012,2012-10-14,10,2012,2,First Class,71.76,6,0.0,0.0,51.67,20.0928
Mark Packer,Home Office,East,New York,New York City,Xerox 205,Office Supplies,Paper,2012-10-12,10,2012,2012-10-14,10,2012,2,First Class,51.84,8,0.0,0.0,26.96,24.8832
Mark Packer,Home Office,East,New York,New York City,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,2012-10-12,10,2012,2012-10-14,10,2012,2,First Class,626.352,3,0.2,125.27,579.38,46.9764
Mark Packer,Home Office,East,New York,New York City,4009 Highlighters by Sanford,Office Supplies,Art,2012-10-12,10,2012,2012-10-14,10,2012,2,First Class,19.9,5,0.0,0.0,13.33,6.567
Mary Zewe,Corporate,West,California,Redlands,Poly String Tie Envelopes,Office Supplies,Envelopes,2012-10-31,10,2012,2012-11-06,11,2012,6,Standard Class,14.28,7,0.0,0.0,7.57,6.7116
Cassandra Brandow,Consumer,East,Ohio,Hamilton,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,2011-03-21,3,2011,2011-03-25,3,2011,4,Standard Class,7.408,2,0.2,1.48,6.2,1.2038
Cassandra Brandow,Consumer,East,Ohio,Hamilton,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,2011-03-21,3,2011,2011-03-25,3,2011,4,Standard Class,6.048,3,0.2,1.21,4.46,1.5876
Valerie Mitchum,Home Office,East,New Jersey,Westfield,Decoflex Hanging Personal Folder File,Office Supplies,Storage,2014-11-07,11,2014,2014-11-14,11,2014,7,Standard Class,46.26,3,0.0,0.0,34.23,12.0276
Fred Hopkins,Corporate,East,Pennsylvania,Philadelphia,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,2014-07-07,7,2014,2014-07-14,7,2014,7,Standard Class,2.946,2,0.7,2.06,5.2,-2.2586
Fred Hopkins,Corporate,East,Pennsylvania,Philadelphia,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,2014-07-07,7,2014,2014-07-14,7,2014,7,Standard Class,16.056,3,0.2,3.21,10.24,5.8203
Maria Bertelson,Consumer,East,Ohio,Akron,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,2014-06-25,6,2014,2014-06-30,6,2014,5,Standard Class,21.744,3,0.2,4.35,14.95,6.795
Bruce Stewart,Consumer,West,Colorado,Denver,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,2011-08-03,8,2011,2011-08-05,8,2011,2,First Class,218.75,2,0.5,109.38,380.62,-161.875
Bruce Stewart,Consumer,West,Colorado,Denver,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,2011-08-03,8,2011,2011-08-05,8,2011,2,First Class,2.6,1,0.2,0.52,2.31,0.2925
Logan Currie,Consumer,Central,Texas,Dallas,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,2014-12-18,12,2014,2014-12-22,12,2014,4,Second Class,66.284,2,0.8,53.03,245.25,-178.9668
Heather Kirkland,Corporate,South,Tennessee,Franklin,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,2014-06-04,6,2014,2014-06-08,6,2014,4,Standard Class,35.168,7,0.2,7.03,25.5,9.6712
Laurel Elliston,Consumer,West,California,Whittier,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,2014-12-10,12,2014,2014-12-15,12,2014,5,Standard Class,444.768,4,0.2,88.95,400.29,44.4768
Joseph Holt,Consumer,Central,Michigan,Saginaw,"Tennsco Lockers, Gray",Office Supplies,Storage,2014-12-02,12,2014,2014-12-08,12,2014,6,Standard Class,83.92,4,0.0,0.0,78.05,5.8744
Joseph Holt,Consumer,Central,Michigan,Saginaw,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,2014-12-02,12,2014,2014-12-08,12,2014,6,Standard Class,131.98,2,0.0,0.0,96.35,35.6346
Joseph Holt,Consumer,Central,Michigan,Saginaw,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,2014-12-02,12,2014,2014-12-08,12,2014,6,Standard Class,15.92,4,0.0,0.0,8.44,7.4824
Joseph Holt,Consumer,Central,Michigan,Saginaw,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,2014-12-02,12,2014,2014-12-08,12,2014,6,Standard Class,52.29,9,0.0,0.0,36.08,16.2099
Joseph Holt,Consumer,Central,Michigan,Saginaw,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,2014-12-02,12,2014,2014-12-08,12,2014,6,Standard Class,91.99,1,0.0,0.0,88.31,3.6796
Michael Stewart,Corporate,Central,Texas,Dallas,Memorex Micro Travel Drive 8 GB,Technology,Accessories,2012-02-09,2,2012,2012-02-13,2,2012,4,Second Class,20.8,2,0.2,4.16,14.3,6.5
Victoria Wilson,Corporate,East,Ohio,Medina,Avery 505,Office Supplies,Labels,2012-01-02,1,2012,2012-01-09,1,2012,7,Standard Class,23.68,2,0.2,4.74,14.8,8.88
Victoria Wilson,Corporate,East,Ohio,Medina,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,2012-01-02,1,2012,2012-01-09,1,2012,7,Standard Class,452.45,5,0.5,226.22,696.77,-244.323
Victoria Wilson,Corporate,East,Ohio,Medina,Speck Products Candyshell Flip Case,Technology,Phones,2012-01-02,1,2012,2012-01-09,1,2012,7,Standard Class,62.982,3,0.4,25.19,77.68,-14.6958
Victoria Wilson,Corporate,East,Ohio,Medina,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,2012-01-02,1,2012,2012-01-09,1,2012,7,Standard Class,1188.0,9,0.7,831.6,2138.4,-950.4
Victoria Wilson,Corporate,East,Ohio,Medina,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,2012-01-02,1,2012,2012-01-09,1,2012,7,Standard Class,89.584,2,0.2,17.92,85.1,4.4792
Jonathan Howell,Consumer,West,California,Los Angeles,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,2013-10-29,10,2013,2013-11-02,11,2013,4,Standard Class,93.06,6,0.0,0.0,67.0,26.0568
Jonathan Howell,Consumer,West,California,Los Angeles,Adtran 1202752G1,Technology,Phones,2013-10-29,10,2013,2013-11-02,11,2013,4,Standard Class,302.376,3,0.2,60.48,279.7,22.6782
Joni Blumstein,Consumer,East,Ohio,Dublin,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,2012-12-24,12,2012,2012-12-27,12,2012,3,First Class,5.584,2,0.2,1.12,3.77,1.8148
Joni Blumstein,Consumer,East,Ohio,Dublin,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,2012-12-24,12,2012,2012-12-27,12,2012,3,First Class,22.704,6,0.2,4.54,14.47,8.2302
Joni Blumstein,Consumer,East,Ohio,Dublin,Ibico Standard Transparent Covers,Office Supplies,Binders,2012-12-24,12,2012,2012-12-27,12,2012,3,First Class,19.776,4,0.7,13.84,33.62,-13.8432
Joni Blumstein,Consumer,East,Ohio,Dublin,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,2012-12-24,12,2012,2012-12-27,12,2012,3,First Class,72.704,4,0.2,14.54,53.62,19.0848
Joni Blumstein,Consumer,East,Ohio,Dublin,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,2012-12-24,12,2012,2012-12-27,12,2012,3,First Class,479.988,4,0.7,335.99,863.98,-383.9904
Joni Blumstein,Consumer,East,Ohio,Dublin,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,2012-12-24,12,2012,2012-12-27,12,2012,3,First Class,27.168,2,0.2,5.43,24.45,2.7168
David Smith,Corporate,Central,Michigan,Detroit,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,2012-08-09,8,2012,2012-08-16,8,2012,7,Standard Class,2.2,1,0.0,0.0,1.23,0.968
David Smith,Corporate,Central,Michigan,Detroit,Bevis 36 x 72 Conference Tables,Furniture,Tables,2012-08-09,8,2012,2012-08-16,8,2012,7,Standard Class,622.45,5,0.0,0.0,485.51,136.939
David Smith,Corporate,Central,Michigan,Detroit,Rogers Deluxe File Chest,Office Supplies,Storage,2012-08-09,8,2012,2012-08-16,8,2012,7,Standard Class,21.98,1,0.0,0.0,21.76,0.2198
